processed_text,class
like go pussy real wise fight actually home etc rino leader rand cruz lee bachmann exist,1
wow soccer nation straight champion,2
id make way football student honorary cooler international card,2
shouldnt ever got broke pussy id lmao right best hey prostitute madam jk,1
pussy da eat better lesbian,1
thank god didnt faggot hell th fat stay band played sport grade,1
right lot nomg,2
love dont fairy fuckin haha retarded hunter commie biden snortin pygmie dust,1
trash full white,0
amp there lost gov troop handed severe defeat saqlawiya chatter soldier jihadis raving,2
thats gt straightgt killed,0
rt bitch like lol thing thots great offer,1
like talk niccas tryn,1
bad hoe bitch tell even thinkin calm average,1
bitch money aint dish better cook ill give clean cleanin makin plate,1
trash full white,0
bitch suck dick baby theyre fine already spanish dressing slutty,1
still get dont think shes queer people queen reminded janelle monae perplexed,1
century fob,2
bird fuckin blame death sure celebrate billion,1
going im say okay comb yer beard,2
blue amos feat bt torus sky radio edit,2
white shy great bitten twice,2
shy hunter bitten twice ian,2
big door beat radio wasp texas,2
nigga pussy ring yeah kno whipped putting,1
amp bitch still get running time actually dash walking killed hundred meter niqqa who taking,1
get bird th early november ticket,2
way perfect road continue finished,2
bitch slap control valerie jarrett reflex,1
fuck bitch still hate he know lil little brother admit though,1
rt bitch yall ring nipple wit gon feed breast,1
hoe never ima something slapping listen leave tuh solve alonei usually,1
amp real read mock response covington fbi andy politics liv awakening gretchen,2
bitch,1
woman bitch still got one fan wrong livid,1
da nig talkin smashed homies,0
hoe dick youre stop getting rich focusing sucking focus,1
bitch like son gt fuckin sharing hogging gasbag,1
woman using something actual genetic engineering lab natural clone,0
lol year last focus knocked hatred umteen,2
bitch big thats damn dcyoungfly dirtymoney bab,1
ever month tomorrow except fantastic ready sweep disposed,2
cause guy win let fire milwaukee yost gonow wished hadnt suckhow nowhes lose yankee girardi,2
charlie lapdance,2
fucked fairy panty queen nomggt,1
everybody nicca follow,1
niccas,1
niccas,1
niccas exit,1
hoe im get cant talking gtrt niggahs telling,1
trash,2
rt fuck wan na tweet day nigger drink alls pineapple soda,0
black gay drunk asian retarded hawaiian,0
trash full white,0
tell pussy tried naz ay,1
rt bird year dead found case west nile virus infection reported orange county carrying,2
love forever ling,2
nicca,2
rt charlie brown david,2
bitch get son bed finally time piss moment bladder decides,1
bitch son favorite turn song end moment radio,1
house bitch toe son little dark walking moment stub wall,1
bitch look like car ran window leave rain hurricane katrina,1
never happy time people bitchnmoan,1
dat bitch nigga play snake deez,0
dat bitch got dick pussy da bc ta gon give become half stroke dump extremely anoyin,1
bitch lil follow,1
hoe fuck love better dem,1
as racist thug cracker referred zimmerman creepy,0
nigga pontiac sprinkler spic,0
bitch made,1
fucc nicca,1
like hear get aint long cracker job naacp ag diversity tolerance,0
trash full white,0
bo violated usa sovereignty wopen borderjihadiscriminaldiseasedhaitianssamericans,2
trash full white,0
oreo lt peanut butter,2
hoe time wasted,1
bitch make cheat four point scale,1
take red sox annoying fool hunter penny player shave vyvanse,2
,2
back dont want arod,2
thats let play entire inning fitting,2
guy fantastic robertson sec pitcher,2
mccarthy outduels keuchel series finale,2
night hit straight nine price,2
game youre damn walk yankee directtv blackout freaking killing satellite douche,2
damn really well move helped joe bullpen,2
aint game win ride die heart zone royal lose complaining showed al flex earned,2
wont say body sound gold word went cruz upper lower strength hmm hr hitter,2
go want please along team whole leave cash fire royal joe sale gardner tanaka rest,2
got going back nice ta keep bounce kay,2
play great pineda needed,2
got get even call better serious finally time home primo tank mlb winning sept,2
got thug beaten,2
take im game callin three motown,2
season wasted nuezs,2
start big bird one kill fuckin whole flock building gogt,1
bitch gt many men tattoo corrupt possible,1
trash youre white proud,1
rt bitch one really tho badd idkmixxed,1
bitch tree else great la palm weather horrible,1
,1
bitch,1
st bitch washington space,1
hoe leaving,1
draught horse,2
go whatever gt killed hello ahead pocketsgt,1
gt something unique celebrate merely indicator wronggt indiviuals,0
trash white job,0
cut talk lmao full away democrat claim fair balanced network liar,2
wishing,2
hoe love dont,1
bitch,1
year fan draft cody zeller nominating,2
go money jersey mean anyone shore famous guido shitbag family,1
bitch thing good snappy pappy sable paintbrush,1
still need win sunday nfl hanging,2
tonight suiting,2
bitch nose pierced,1
got im dont full care everywhere totally,1
honky,2
,0
make use fact wrong teabagger prove righties liberal con emotion decision damned motto,1
,2
,2
browngal,2
bitch get,1
bitch pussy witcha inda hood ona sofawit plastic,1
amp shy via glizzy feat awwsome remix chainz aap rocky,2
bitch im get da hit chilling till,1
rt boy bitch nigga em da tho kiss mouth made niggaz cud,1
ur better team whole,2
tranny play panty anal gaping nylon part,1
bitch anal bbc creampie,1
tranny as fucked blonde,1
queer hardcore anal british pounding,1
pussy as brazilian bbw babe drilled,1
pussy babe ebony,1
girl pussy nude caught rubbing beach,1
big pussy cute play slut preggie tit swollen,1
another pussy close,1
pussy squirting fingered asshole,1
pussy close player amateur milf,1
pussy cumshot beauty closeup,1
fuck pussy close,1
girl young cunt hairy japanese cre,1
suck spicy oriental paki brunette un,1
paki,2
paki,2
big pussy texas bbw ebony deep,1
fucking pussy tit erotic wild,1
tranny get blonde whore rammed facialized,1
big pussy wife dude fist,1
pussy sound lovely fisting loose,1
whipped fisting cream,1
pussy old year finger hairy cumming,1
pussy red shove hairy florence dildo,1
pussy hairy,1
pussy hairy,1
pussy cum job hand rubber,1
boy bitch fucking amateur hiddencam,1
pussy shot candid hidden,1
pussy wife home made rubbing,1
bitch home using made amateur submissive outdoor,1
pussy baby,1
amp girl fucked young hot pretty cunt japanese,1
girl young cunt hairy japanese creampied,1
pussy girlfriend korean,1
get pussy chick latina pumped,1
big pussy mature latina,1
pussy tight latina,1
girl pussy eating lesbian,1
bitch getting cunt lingerie wet pounded,1
tranny black hot mastu,1
bitch old young stud pleases hotlooking,1
pussy old young getting milf german cock,1
fucking ghetto whore tit small stepdad,1
slit lesbian cutie teen toy,2
amp pussy hairy alicia silver tinslee reagan,1
pussy eating homemade,1
rt much would bird one put cooler xbox,2
rt hoe im tell dont gf happy,1
hoe get dont piece serious anything meat try someone expect,1
tow truck,2
charlie brown grape crackhead,2
thats many near highschool graduation rate uninformed,2
would bird talk let last min president standing clapping,2
bad bitch,1
baby precious gook,2
bitch ima used good rappingnow,1
took monkey likkle jimmy,2
like much work pretty child state mississippi opposed minimum wage labor law union proscab sweatshop,2
amp bitch bc sucked drinking mike,1
mock eventually base rough ashtray tiki ti,2
bitch,1
bitch sit na nah gon walk,1
bitch get shes work drunk time naked,1
conversation make talk show chris morning loving directing beautifully teabaggers,2
,1
bitch,1
bad bitch,1
bitch,1
pussy come eatin goddamn everytime kitchen refrigerator,1
like pussy guy type men sick sing rock,1
bitch real,1
bitch go son oh bid date zack morris dreamy,1
st im youre come well bar giving shot away cunt la bud lites tn plus trip vega visit bourbon,1
hoe cause nigga one lost high either torch drain finessed fuckkkkk ittt,1
rt trash talk line dropped killer josh smith kenneth,2
rt pussy piece,1
rt hoe fuck love eat anyway salad,1
plus sheryl crow,2
rt bitch fucked one every time least seat passenger dun,1
true get bird early worm first,2
hoe love dirty whore jesus watching,1
rt hoe got dick school shirt sucking,1
rt bitch like nigga twitter really talking lotta fck,1
rt fuck bitch new started party shooting orleans,1
bitch back giving rub,1
shit never tho coon grew bokoo,1
rt hoe still nigga smashing paying condo yep fucboy,1
rt fight nigger watching youtubevineig,1
rt fuck bitch like dont waiting give rest,1
rt id rather nigger called uncle tom mark,1
rt bitch like yall bet huh word queen deaf mc lytes treated,1
hiho,2
rt yall dead many gon screen shot end niccas onea btches thinkn sht funnyaint laugh,1
hoe start get dont guy first hit youve congrats turned housewife shitty singing,1
bitch got tip toeing floor ur marble,1
amp bitch shit make cute use talking stay period omg laugh thinccin rd,1
hoe dick stop sucking needa,1
rt bitch shut as yo lil everybody omg follow followed yassss,1
rt hoe come hop,1
go nigga lmao hell let laughing senior weed brownie hard half seminar,1
amp get aint ho trap hooouseee,1
amp bitch love cute hella remember hair ugh simply flawless peice short,1
amp like dick pussy gt ride jamaican,1
pussy,1
rt pussy loyal,1
bitch,1
thing bird kill lie fa important temporary bullshit,1
fuck racist month honkey,0
bitch shit thats lol aint nice gucci rude worth quarter,1
rt bitch old sex childish titty mimi covering,1
rt amp youre yo faggot show lmfao beating text homie name porn watching banner,0
hoe got stupid ta bruh,1
rt bitch somebody there na tweet gon die njt setting lean,1
bitch im back yall side sex lick face boring nope hittin,1
trash life nude expect course cooders dmv,1
rt bitch like thats nigga pain stomach mufucka rating,1
bitch get done stuff,1
pullin fucc nicca yu pose,0
rt get john charlie looking hope maaaaannnn rid legend batch,2
call mike tbird,2
bitch like nigga stop cuh sending screenshots texting,1
bitch think miley white cyrus,1
bitch as top white seen high thot,1
hoe got full ta team nicca worsum,1
rt hoe fuck as never dm give dmd sayin dreamsfuckin fortune cookie,1
rt get pregnant dyke mistake gtgtgtgtgt,1
rt bitch got game know phone,1
bitch lrt,1
pussy lip burnt,1
rt hoe got said yall chill ta face pretty tl challenge foolishness agg,0
bitch nigga round nah molly,1
bitch smh nigga god oh played shady,1
bitch go away tu puta madre,1
bitch mad af,1
rt hate getting ho cyrus slut cash date nope rookie,1
rt pussy youre light shooting trying relax beam,1
rt bitch murda sucking,1
bitch need youre know let right hobbit,1
trash bad im talk folk,1
man bitch dog brittany,1
rt bitch smh as sellin,1
pussy baby day imma assume likethe,1
eat faggot pork chop,1
rt hoe game side mcnair brisket sizzlin grill laid uzi,1
rt bitch like mexican shaped silly puddy,1
rt hoe ya got grandma tattoo,1
rt bitch as little shoe hair dress cheap tacky,1
rt st around america gon burn niccas charlotte goon fkkk bank stadium,0
house fucking bird god bruh southridge front,1
pussy explore,1
rt shit got pussy think mom lmfao wtf kinda buying,1
rt hoe love team football hood harrell,1
rt trash bitch son bucket,1
rt bad bitch like hate cause get dont act side people honestly,1
rt pussy leash,1
back lol youre cute one nig night snapchat snap chatted,2
